id	text	title
655	Shows following information repository : 1 . Remote Url ( ) 2 . Remote Branches 3 . Local Branches 4 . Submodule ( ) ( present ) 5 . recent commit 6 . Configuration Info	git-info
656	Generate request asking upstream project pull changes tree . request , printed standard output , begins branch description , summarizes changes indicates pulled . upstream project expected commit named & lt ; start & gt ; output asks integrate changes made since commit , commit named & lt ; end & gt ; , visiting repository named & lt ;	git-request-pull
657	rapper utility allows parsing RDF content Raptor RDF parser toolkit emitting results RDF triples choice syntaxes . INPUT-URI file name , '- ' standard input Raptor built WWW retrieval library , general URI . optional INPUT- BASE-URI used document parser base URI present otherwise defaults INPUT-URI . value '- ' means base URI .	rapper
658	r2e simple program run crontab . watches RSS feeds sends nicely formatted email message new item . program configured ~/.rss2email/config.py default . use different config file different directory , specify -d option actions . quick start r2e , try steps : r2e new @ address r2e add http : //feed.url/somewhere.rss r2e run last command eventually put crontab , want things	r2e
659	doas utility executes given command another user . command argument mandatory unless -C , -L , -s specified . user required authenticate entering password , unless configured otherwise . default , new environment created . variables HOME , LOGNAME , PATH , SHELL , USER umask ( 2 ) set values appropriate target user . DOAS_USER set name user executing	doas
660	cheat displays cheatsheet popular posix commands . 's designed help remind system administrators options syntax commands use frequently , frequently enough remember . Cheat differs info man cheat example-centric . learn cheatsheets seeing common examples command used , rather reading every option technically available . words , cheat complete , design . shows command frequently used , 's .	cheat
661	Print check BLAKE2b ( 512-bit ) checksums . FILE , FILE - , read standard input . Mandatory arguments long options mandatory short options . -b , -- binary read binary mode -c , -- check read checksums FILEs check -l , -- length=BITS digest length bits ; must exceed max blake2 algorithm must multiple 8 -- tag create BSD-style	b2sum
662	Common options -A & lt ; name & gt ; , -- microarch= & lt ; name & gt ; force rr assume 's running CPU microarch name even runtime detection says otherwise . name string like ` Ivy Bridge ' . -C { on-syscalls , on-all-events , & lt ; from-time & gt ; } , -- checksum= {	rr
663	Commands : berks apply ENVIRONMENT # Apply version locks Berksfile.lock Chef environment berks contingent COOKBOOK # List cookbooks depend given cookbook Berksfile berks cookbook NAME [ PATH ] # Create skeleton new cookbook berks help [ COMMAND ] # Describe available commands one specific command berks info [ COOKBOOK ] # Display name , author , copyright , dependency information	berks
664	jmtpfs FUSE libmtp based filesystem accessing MTP ( Media Transfer Protocol ) devices . specifically designed exchanging files Linux ( Mac OS X ) systems newer Android devices support MTP USB Mass Storage . goal create well-behaved filesystem , allowing tools like find ( 1 ) rsync ( 1 ) work expected . MTP file types set automatically based file	jmtpfs
665	Cleans CSV file common syntax errors : • reports rows different number columns header row • attempts correct CSV joining short rows single row Note every csvkit tool following : • removes optional quote characters , unless –quoting ( -u ) option set change behavior • changes field delimiter comma , input delimiter set –delimiter ( -d ) –tabs (	csvclean
666	Create Magic Wormhole communicate . Wormholes created speaking magic CODE two different places time . Wormholes secure anyone n't use code .	wormhole
